,title,img,isbn,author,author_info,description,year,publisher,pages,oryginal_title,amazon_link,translation_by,link_helion,code
"https://helion.pl/ksiazki/efektywny-python-90-sposobow-na-lepszy-kod-wydanie-ii-brett-slatkin,efpyt2.htm",Efektywny Python. 90 sposobów na lepszy kod. Wydanie II,https://static01.helion.com.pl/global/okladki/326x466/efpyt2.jpg,9788328367326,Brett Slatkin,"['Brett Slatkin\xa0-\xa0starszy inżynier oprogramowania w Google, współzałożyciel i lider w Google Consumer Surveys. Brał udział w pracach nad infrastrukturą Google App Engine dla języka Python. Wykorzystał potencjał języka Python do zarządzania serwerami Google. Ukończył Uniwersytet Columbia w Nowym Jorku.\n']","['\nPython słusznie cieszy się stale rosnącym uznaniem programistów: jest wszechstronny i efektywny, pozwala też na tworzenie wysokiej jakości oprogramowania. Język ten ma poza tym wiele trudniejszych do uchwycenia zalet. Aby uzyskać naprawdę imponujące efekty w zakresie wydajności kodu, jego przenaszalności i bezpieczeństwa, trzeba zagłębić się w dość subtelne niuanse kodowania. Wielu programistów, choć posiada spore doświadczenie w programowaniu w innych językach, nie dostrzega tych zależności. Z kolei osoby dopiero rozpoczynające przygodę z programowaniem mogą poczuć się zaskoczone i zdezorientowane, jeśli nie zdołają uniknąć kilku nieoczywistych błędów podczas pracy.\nTo drugie, zaktualizowane i uzupełnione wydanie podręcznika programowania w duchu Pythona. Zawarty tu materiał umożliwia wykorzystanie tego języka do tworzenia wyjątkowo solidnego i niezwykle wydajnego kodu źródłowego. Książka jest napisana w zwięzłym stylu i ma przemyślany układ, oparty na scenariuszach, dzięki czemu przystępnie przedstawia 90 najlepszych praktyk, wskazówek i skrótów oraz wyjaśnia ich działanie na rzeczywistych przykładach kodu. Pokazano tu szereg mało znanych, być może nieco dziwnych sztuczek i sposobów udoskonalających pracę kodu źródłowego. Przyswojenie zaprezentowanych tu praktyk pozwoli Ci tworzyć kod łatwy do zrozumienia, obsługi i dalszej rozbudowy. W tym wydaniu treść poszczególnych wskazówek zaktualizowano do Pythona 3, a poszczególne przykłady kodu zostały przejrzane i udoskonalone - najlepsze praktyki również ewoluują!\nW tej książce:\n\nnowe rozwiązania dla wszystkich najważniejszych obszarów programowania w Pythonie\ntechniki stosowania konstrukcji składanych i funkcji generatorów\nwłaściwe korzystanie z klas, obiektów, metaklas i atrybutów dynamicznych\nwspółbieżność, równoległość, optymalizacja i bezpieczeństwo kodu\nwbudowane moduły Pythona do debugowania i testowania\nnarzędzia i najlepsze praktyki podczas wspólnej pracy nad projektami\n\nPython: elegancja, wydajność i ekspresja kodu!\n']",2020,Helion,408,Effective Python: 90 Specific Ways to Write Better Python (2nd Edition) (Effective Software Development Series),http://www.amazon.com/exec/obidos/ASIN/0134853989/helion-20,Robert Górczyński,https://helion.pl/ksiazki/efpyt2.htm,//helion.pl/pobierz-przyklady/efpyt2/
"https://helion.pl/ksiazki/flask-tworzenie-aplikacji-internetowych-w-pythonie-wydanie-ii-miguel-grinberg,flask2.htm??",Flask. Tworzenie aplikacji internetowych w Pythonie. Wydanie II,https://static01.helion.com.pl/global/okladki/326x466/flask2.jpg,9788328363830,Miguel Grinberg,"['Miguel Grinberg jest inżynierem oprogramowania z 25-letnim doświadczeniem. W wolnym czasie zajmuje się fotografią i tworzeniem filmów. Prowadzi własnego bloga o różnorodnej tematyce (http://blog.miguelgrinberg.com). Urodził się w Buenos Aires w Argentynie, obecnie mieszka w Irlandii, w mieście Drogheda.\n']","['\n\n\n\nFrameworki bardzo ułatwiają życie programistom. Pozwalają na szybkie tworzenie nawet rozbudowanych aplikacji, ale praca z frameworkiem najczęściej oznacza duże ograniczenia w doborze technologii. Wszystko jest w porządku, dopóki deweloper stosuje dokładnie te rozwiązania, które zaplanowali twórcy frameworka. Jeśli jednak zechce użyć innej bazy danych albo wykorzystać własną, autorską metodę uwierzytelniania użytkowników, może napotkać różne nieprzewidziane problemy. Szczęśliwie nie wszystkie mikrośrodowiska zachowują się w ten sposób. Framework napisany w Pythonie Flask, w odróżnieniu od typowych frameworków, umożliwia swobodne dobieranie technologii i komponentów aplikacji, a nawet tworzenie własnych rozwiązań. Oznacza to, że Flask pozwoli Ci zachować pełną kontrolę nad budowanym oprogramowaniem!\nTo książka przeznaczona dla twórców aplikacji internetowych, którzy chcą nauczyć się pisać rozbudowane oprogramowanie we Flasku. W praktyczny sposób przedstawia proces tworzenia kompletnej aplikacji, od programu zawierającego zaledwie kilka linii kodu aż po złożone oprogramowanie z wieloma zaawansowanymi rozwiązaniami technicznymi. Rozpoczyna się gruntownym wprowadzeniem do Flaska i stopniowo przechodzi do nieco trudniejszych zagadnień, również takich jak migracje baz danych i API. Porusza też tematykę usług sieciowych typu REST, obsługi błędów, serializacji zasobów oraz korzystania z takich narzędzi jak Selenium czy Heroku. Przemyślany układ treści, którą zilustrowano praktycznymi przykładami kodu, ułatwia prześledzenie procesu stopniowej rozbudowy aplikacji o nowe funkcjonalności.\nW książce znajdziesz między innymi:\n\nzasady programowania we Flasku\nopis struktury aplikacji Flasky i etapy jej budowy\nsposoby korzystania z szablonów\nstrategie planowania testów jednostkowych i analizy wydajności aplikacji\nopcje wdrażania aplikacji Flask\n\nFlask: wolność twórcza programisty!\n']",2020,Helion,264,"Flask Web Development: Developing Web Applications with Python, 2nd Edition",http://www.amazon.com/exec/obidos/ASIN/1491991739/helion-20,Wojciech Moch,https://helion.pl/ksiazki/flask2.htm,//helion.pl/pobierz-przyklady/flask2/
"https://helion.pl/ksiazki/myslenie-obiektowe-w-programowaniu-wydanie-v-matt-weisfeld,myobp5.htm",Myślenie obiektowe w programowaniu. Wydanie V,https://static01.helion.com.pl/global/okladki/326x466/myobp5.jpg,9788328361041,Matt Weisfeld,"['Matt Weisfeld jest wykładowcą, programistą oraz pisarzem. Mieszka w Cleveland w Ohio. Wcześniej pracował 20 lat w branży informatycznej jako programista, przedsiębiorca, szkoleniowiec prowadzący szkolenia dla firm oraz wykładowca kontraktowy. Weisfeld ma tytuł magistra informatyki i dyplom magistra zarządzania. Oprócz książki Myślenie obiektowe w programowaniu, napisał jeszcze dwie inne książki dotyczące programowania oraz opublikował wiele artykułów w wielu ważnych czasopismach branżowych.\n']","['\nBurzliwy rozwój obiektowości nastąpił w połowie lat 90. wraz z upowszechnieniem się takich języków jak C++ czy Smalltalk. Obecnie programowanie zorientowane obiektowo wciąż jest jednym z najważniejszych paradygmatów projektowania. Łatwo zauważyć, że większość nowoczesnych języków programowania i technologii sieciowych opiera się na technikach obiektowych. Nieco trudniej jest dostrzec, że mimo szybkiego ewoluowania technik i języków programistycznych podstawowe pojęcia programowania obiektowego pozostają niezmienne i niezależne od jakiejkolwiek platformy. Początkujący programiści powinni więc poświęcić nieco czasu na zapoznanie się z tymi pojęciami i naukę czegoś, co można nazwać ""myśleniem obiektowym w programowaniu"".\nTa książka jest kolejnym, poprawionym i uzupełnionym wydaniem wyczerpującego wprowadzenia do programowania zorientowanego obiektowo. Jej głównym celem jest przedstawienie podstaw myślenia obiektowego i najważniejszych pojęć w tym zakresie. Wyjaśniono tu, w jaki sposób poprawnie posługiwać się dziedziczeniem i kompozycją, odróżniać agregację od asocjacji oraz zrozumieć różnice między interfejsem a implementacją. Szczególną uwagę zwrócono na technologie, które przetrwały próbę czasu ostatnich 20 lat i stały się rdzeniem koncepcji programowania obiektowego. Opisano też najważniejsze wzorce projektowe, wskazano techniki unikania zależności i zaprezentowano zasady zwane SOLID, których przestrzeganie pozwala tworzyć kod wysokiej jakości, zrozumiały i elastyczny.\nDzięki tej książce:\n\nzrozumiesz podstawowe pojęcia obiektowości\nzaczniesz myśleć abstrakcyjnie podczas projektowania interfejsów\nnauczysz się budowy i zasad modelowania klas\nbędziesz tworzyć kod, który będzie się nadawał do wielokrotnego wykorzystania\nzaczniesz unikać zależności i silnych powiązań między klasami\nprzyswoisz sobie i będziesz stosować zasady SOLID\n\nTechniki obiektowe. Zrozum, zanim zaimplementujesz!\n']",2020,Helion,208,The Object-Oriented Thought Process (5th Edition) (Developer's Library),http://www.amazon.com/exec/obidos/ASIN/0135181968/helion-20,Łukasz Piwko,https://helion.pl/ksiazki/myobp5.htm,//helion.pl/pobierz-przyklady/myobp5/
"https://helion.pl/ksiazki/data-science-od-podstaw-analiza-danych-w-pythonie-wydanie-ii-joel-grus,dasc2v.htm",Data science od podstaw. Analiza danych w Pythonie. Wydanie II,https://static01.helion.com.pl/global/okladki/326x466/dasc2v.jpg,9788383221311,Joel Grus,"['Joel Grus jest inżynierem oprogramowania, analitykiem danych i autorem świetnie sprzedających się książek. Obecnie zajmuje się pracą badawczą w Allen Institute for Artificial Intelligence w Seattle. Wcześniej był zatrudniony w firmie Google i kilku startupach. Mieszka w Seattle, gdzie regularnie uczestniczy w spotkaniach lokalnej społeczności analityków danych. Regularnie publikuje posty na swoim blogu (joelgrus.com) i koncie @joelgrus w serwisie Twitter (http://twitter.com/joelgrus/).\n']","['\nAnalityka danych jest uważana za wyjątkowo obiecującą dziedzinę wiedzy. Rozwija się błyskawicznie i znajduje coraz to nowsze zastosowania. Profesjonaliści biegli w eksploracji danych i wydobywaniu z nich pożytecznych informacji mogą liczyć na interesującą pracę i bardzo atrakcyjne warunki zatrudnienia. Jednak aby zostać analitykiem danych, trzeba znać matematykę i statystykę, a także nauczyć się programowania. Umiejętności w zakresie uczenia maszynowego i uczenia głębokiego również są ważne. W przypadku tak specyficznej dziedziny, jaką jest nauka o danych, szczególnie istotne jest zdobycie gruntownych podstaw i dogłębne ich zrozumienie.\nW tym przewodniku opisano zagadnienia związane z podstawami nauki o danych. Wyjaśniono niezbędne elementy matematyki i statystyki. Przedstawiono także techniki budowy potrzebnych narzędzi i sposoby działania najistotniejszych algorytmów. Książka została skonstruowana tak, aby poszczególne implementacje były jak najbardziej przejrzyste i zrozumiałe. Zamieszczone tu przykłady napisano w Pythonie: jest to język dość łatwy do nauki, a pracę na danych ułatwia szereg przydatnych bibliotek Pythona. W drugim wydaniu znalazły się nowe tematy, takie jak uczenie głębokie, statystyka i przetwarzanie języka naturalnego, a także działania na ogromnych zbiorach danych. Zagadnienia te często pojawiają się w pracy współczesnego analityka danych.\nW książce między innymi:\n\nelementy algebry liniowej, statystyki i rachunku prawdopodobieństwa\nzbieranie, oczyszczanie i eksploracja danych\nalgorytmy modeli analizy danych\npodstawy uczenia maszynowego\nsystemy rekomendacji i przetwarzanie języka naturalnego\nanaliza sieci społecznościowych i algorytm MapReduce\n\nNauka o danych: bazuj na solidnych podstawach!\n']",2020,Helion,352,"Data Science from Scratch: First Principles with Python, 2nd Edition",http://www.amazon.com/exec/obidos/ASIN/1492041130/helion-20,"Wojciech Bombik, Konrad Matuk",https://helion.pl/ksiazki/dasc2v.htm,//helion.pl/pobierz-przyklady/dasc2v/
"https://helion.pl/ksiazki/ekstrakcja-danych-z-jezykiem-python-pozyskiwanie-danych-z-internetu-wydanie-ii-ryan-mitchell,ekspy2.htm#format/e",Ekstrakcja danych z językiem Python. Pozyskiwanie danych z internetu. Wydanie II,https://static01.helion.com.pl/global/okladki/326x466/ekspy2.jpg,9788328356351,Ryan Mitchell,"['Ryan Mitchell -\xa0jest starszą inżynier oprogramowania w firmie HedgeServ (Boston), gdzie zajmuje się tworzeniem interfejsu API przedsiębiorstwa i narzędzi do analizy danych. Ukończyła uczelnię Olin College of Engineering, a także Harvard University Extension School z tytułem magistra inżynierii oprogramowania oraz certyfikat studiów podyplomowych na kierunku analiza danych. Przed dołączeniem do firmy HedgeServ zajmowała się pisaniem robotów indeksujących i narzędzi automatyzacji w przedsiębiorstwie Abine. Zajmuje się również doradztwem na temat ekstrakcji danych w branży detalicznej, finansowej i farmaceutycznej, ponadto była konsultantką ds. programu nauczania i wykładowczynią kontraktową na Uniwersytecie Północnozachodnim i uczelni Olin College of Engineering.\n']","['\nEkstrakcję danych (ang. web scraping), zwaną też wydobywaniem danych z zasobów internetu, wiele osób postrzega jako wyższy stopień wtajemniczenia: przy niewielkim wysiłku można uzyskać imponujące wyniki i wykorzystać je w różnoraki sposób. Nie dziwi więc, że wokół tej dziedziny narosło mnóstwo mitów. Wątpliwości jest wiele, począwszy od legalności tego rodzaju praktyk, skończywszy na właściwościach różnych narzędzi. W praktyce na ekstrakcję danych składa się cały szereg zróżnicowanych technik i technologii, takich jak analiza danych, analiza składniowa języka naturalnego, a także zabezpieczenie informacji. Aby w pełni wykorzystać ich zalety, konieczne jest zrozumienie sposobu, w jaki funkcjonują.\nTa książka jest znakomitym przewodnikiem po technikach pozyskiwania danych z internetu. Przedstawiono tu również zasady gromadzenia, przekształcania i wykorzystywania danych z różnych zasobów. W kontekście ekstrakcji danych omówiono zagadnienia związane z bazami danych, serwerami sieciowymi, protokołem HTTP, językiem HTML, bezpieczeństwem sieciowym, przetwarzaniem obrazów, analizą danych i wieloma innymi kwestiami. Zaprezentowane tu rozwiązania programistyczne zostały napisane w Pythonie. Nie zabrakło też omówienia bibliotek przydatnych w pracy osób tworzących roboty indeksujące. Dzięki tej książce szybko zaczniesz pozyskiwać i w dowolny sposób wykorzystywać posiadane dane. Już dziś te rozwiązania są stosowane w prognozowaniu rynkowym, tłumaczeniu maszynowym, a nawet w diagnostyce medycznej!\nNajważniejsze zagadnienia:\n\nkorzystanie z platformy Scrapy do tworzenia robotów\nmetody odczytu, wydobywania i przechowywania pozyskiwanych danych\noczyszczanie i normalizacja danych\ninterfejsy API\nprzetwarzanie obrazów na tekst\ntestowanie witryn za pomocą robotów\n\nWyszukuj dane, gromadź je i korzystaj z nich do woli!\n']",2019,Helion,272,"Web Scraping with Python: Collecting More Data from the Modern Web, 2nd Edition",http://www.amazon.com/exec/obidos/ASIN/1491985577/helion-20,Krzysztof Sawka,https://helion.pl/ksiazki/ekspy2.htm,//helion.pl/pobierz-przyklady/ekspy2/
"https://helion.pl/ksiazki/programista-samouk-profesjonalny-przewodnik-do-samodzielnej-nauki-kodowania-cory-althoff,proprv.htm",Programista samouk. Profesjonalny przewodnik do samodzielnej nauki kodowania,https://static01.helion.com.pl/global/okladki/326x466/proprv.jpg,9788328394278,Cory Althoff,"['Cory Althoff jest programistą samoukiem. Jego pierwsza książka, Programista samouk, zdobyła ogromne uznanie i zainspirowała tysiące osób do samodzielnej nauki programowania. Pracował dla eBaya i innych firm w Dolinie Krzemowej. Biegle posługuje się Pythonem, Javą, JavaScriptem i kilkoma innymi językami programowania. Mieszka z rodziną w Kalifornii.\n']","['\nNie wystarczy znajomość jednego języka programowania, aby zostać programistą. W rzeczywistości trzeba opanować dość szeroki zakres pojęć i paradygmatów, a także zrozumieć zagadnienia związane z algorytmami. Trzeba być na bieżąco z nowymi technologiami i narzędziami. Należy również poznać i zacząć stosować dobre praktyki programistyczne i przyswoić sobie zasady pracy w zespole. Przede wszystkim jednak priorytetem jest sama praktyka, ponieważ wielu programistów wciąż ma problem z pisaniem poprawnego kodu.\nJeśli chcesz być profesjonalistą i postanowiłeś nauczyć się wszystkiego, co jest do tego potrzebne, to wziąłeś do ręki właściwą książkę. Zawiera ona znacznie więcej informacji niż proste wprowadzenie do konkretnego języka programowania. Opisano tu najpotrzebniejsze technologie, elementy kodu i zasady ich stosowania, sporo miejsca poświęcono obiektowości. Czytając ją, zapoznasz się również z najważniejszymi narzędziami programistycznymi i nauczysz się dobrych praktyk programistycznych. To wszystko czyni z tej książki świetną mapę umiejętności, dzięki którym szybko i sprawnie staniesz się prawdziwym profesjonalistą!\nW tej książce między innymi:\n\nwprowadzenie do programowania,\nstruktury danych i algorytmy,\npakiety i kontrola wersji,\ntestowanie i bezpieczeństwo tworzonych aplikacji,\nzasady pracy zespołu programistów.\n\n']",2018,Helion,256,The Self-Taught Programmer: The Definitive Guide to Programming Professionally,http://www.amazon.com/exec/obidos/ASIN/9781520288178/helion-20,Piotr Rajca,https://helion.pl/ksiazki/proprv.htm,//helion.pl/pobierz-przyklady/proprv/
"https://helion.pl/ksiazki/python-dla-profesjonalistow-debugowanie-testowanie-i-utrzymywanie-kodu-kristian-rother,pytpro.htm#format/e","Python dla profesjonalistów. Debugowanie, testowanie i utrzymywanie kodu",https://static01.helion.com.pl/global/okladki/326x466/pytpro.jpg,9788328338029,Kristian Rother,[],"['\nPython istnieje już ponad 25 lat. Nie jest trudnym językiem i oferuje ogromne możliwości. Tworzenie dobrych programów w Pythonie wymaga jednak od programistów dużych umiejętności. Cykl rozwoju oprogramowania jest pełen pułapek nieznanych początkującym koderom. Mimo to w podręcznikach Pythona niewiele uwagi poświęca się debugowaniu i testowaniu, a przecież etapy te mają kluczowe znaczenie dla jakości kodu i funkcjonalności tworzonego oprogramowania.\nTa książka uczyni Cię lepszym programistą! Dzięki przedstawionym tu podstawowym praktykom stosowanym przez najbardziej profesjonalnych programistów Pythona będziesz tworzył doskonalszy kod. Zoptymalizujesz z nimi procesy debugowania programów, pisania automatycznych testów i utrzymywania oprogramowania bez nadmiernego wysiłku. Przedstawione tu techniki będą szczególnie przydatne dla programistów zajmujących się analizą danych, tworzeniem stron internetowych oraz rozwijaniem oprogramowania naukowego.\nNajważniejsze zagadnienia przedstawione w książce:\n\nbłędy semantyczne i wyjątki,\nsposoby eliminacji błędów i narzędzia do debugowania,\nzasady i techniki testowania aplikacji,\nmocne i słabe strony testów automatycznych,\nmechanizm kontroli wersji,\nkontrola typów i sporządzanie dokumentacji.\n\nTy też możesz programować w Pythonie!\n\nDr Kristian Rother zajmuje się programowaniem od wczesnego dzieciństwa. Jest również specjalistą w dziedzinie bioinformatyki: prowadził badania struktur 3D białek i RNA na Uniwersytecie Humboldta w Berlinie. Przez wiele lat doskonalił swoje umiejętności nauczania, a obecnie pracuje w Berlinie jako profesjonalny trener. Prowadzi szkolenia z programowania w Pythonie, uczy biochemii, statystyki, testowania aplikacji internetowych, wyszukiwarek, wygłasza prezentacje.\n']",2017,Helion,272,"Pro Python Best Practices: Debugging, Testing and Maintenance",http://www.amazon.com/exec/obidos/ASIN/1484222407/helion-20,Radosław Meryk,https://helion.pl/ksiazki/pytpro.htm,//helion.pl/pobierz-przyklady/pytpro/
"https://helion.pl/ksiazki/python-rusz-glowa-wydanie-ii-paul-barry,pytrg2.htm#format/d",Python. Rusz głową! Wydanie II,https://static01.helion.com.pl/global/okladki/326x466/pytrg2.jpg,9788328337343,Paul Barry,[],"['\nPython, prosty, wszechstronny i elastyczny język programowania, nadaje się zarówno do pisania niedużych skryptów, wielkich systemów, jak i do wysoce specjalistycznych zadań, jak choćby analiza danych do celów naukowych. To ulubione narzędzie coraz liczniejszej rzeszy znakomitych programistów. Wiele osób próbuje się uczyć Pythona, jednak mimo różnorodnych podręczników i kursów nauka pisania poprawnego, wydajnego i przejrzystego kodu w tym języku wciąż sprawia problemy.\nTa książka jest doskonałym podręcznikiem Pythona. Poza podstawami języka opisano tu sposoby posługiwania się Pythonem w prawdziwym świecie podczas pisania kodu aplikacji WWW czy obsługiwania baz danych. Przedstawiono tu również dość trudne tematy, takie jak kolekcje i niemodyfikowalność. Co ciekawe, materiał do książki przygotowano w szczególny sposób, posługując się metodami nowoczesnej kognitywistyki i dydaktyki, które uwzględniają specyfikę pracy ludzkiego mózgu, aktywnie go angażując podczas nauki. W ten sposób Python wchodzi do głowy niepostrzeżenie, w szybki, zabawny i interesujący sposób!\nW tej książce:\n\nszybkie wprowadzenie do Pythona\nkorzystanie z danych i z baz danych\npraktyczne projektowanie aplikacji WWW\nzarządzanie kontekstem\nwątki, wyjątki i iteracje w Pythonie\nnarzędzia, biblioteki i moduły przydatne programiście Pythona\n\nJest problem? Rusz głową i zaprogramuj to w Pythonie!\n\nPaul Barry pochodzi z Belfastu. Obecnie mieszka wraz z rodziną w niewielkim miasteczku Carlow w Irlandii Północnej. Od 1997 roku wykłada w Instytucie Technologicznym w Carlow. Przedtem (w Irlandii i Kanadzie) zajmował się rozwiązaniami IT dla opieki zdrowotnej. Barry jest ekspertem w dziedzinie programowania w Pythonie i w Perlu. W przeszłości był stałym współpracownikiem „Linux Journal Magazine”, napisał także kilka książek o programowaniu.\n']",2017,Helion,578,"Head First Python: A Brain-Friendly Guide, 2nd Edition",http://www.amazon.com/exec/obidos/ASIN/1491919531/helion-20,Łukasz Suma,https://helion.pl/ksiazki/pytrg2.htm,//helion.pl/pobierz-przyklady/pytrg2/
"https://helion.pl/ksiazki/python-c-javascript-zadania-z-programowania-marek-lulinski-gniewomir-sarbicki,pycjsz.htm","Python, C++, JavaScript. Zadania z programowania",https://static01.helion.com.pl/global/okladki/326x466/pycjsz.jpg,9788328335271,"Marek Luliński, Gniewomir Sarbicki","['Dr hab. inż. Gniewomir Sarbicki specjalizuje się w informatyce kwantowej. Zawodowo używa Pythona w obliczeniach numerycznych dotyczących splątania kwantowego i jest opiekunem prac inżynierskich powstających z wykorzystaniem tego języka. Od 2012 roku prowadzi kursy w zakresie Pythona na Wydziale Fizyki, Astronomii i Informatyki Stosowanej Uniwersytetu Mikołaja Kopernika w Toruniu.\n']","['\n\n\n\nZadania z programowania? Zbiór programów do napisania!\nPascal, C++, JavaScript i Python — oto zbiór języków, które przećwiczysz dzięki zadaniom w tej książce. Każdy z nich ma nieco inne zastosowania, wszystkie zaś są lub będą w najbliższym czasie wykorzystywane na lekcjach informatyki i na egzaminach, a ich zastosowanie w obliczu realnych problemów może wydatnie uprościć Ci życie. Jak najłatwiej i najszybciej nauczyć się programować w tych językach? Oczywiście dzięki ćwiczeniom! Z tą książką napiszesz konkretne programy rozwiązujące zadania numeryczne, logiczne i matematyczne — w każdym z powyższych języków.\nZ praktycznym zestawem zawartych tu zadań spróbujesz znaleźć permutacje zbioru, zaszyfrować tekst szyfrem Cezara, zbudować trójkąt Pascala i wskazać punkty kratowe wewnątrz koła o promieniu r. Napiszesz według własnego pomysłu programy odpowiadające na postawione w zadaniach pytania. Jeśli jesteś uczniem, będziesz mógł w ten sposób ćwiczyć nie tylko umiejętności programistyczne, lecz także matematyczne. Jeśli jesteś nauczycielem, znajdziesz tu wiele inspiracji dla swoich uczniów. Gotowy pogram będziesz mógł później porównać z rozwiązaniami proponowanymi przez autorów.\nDogadaj się z komputerem — w każdym z czterech języków!\n---\nUWAGA: Skala trudności zadań odpowiada poziomowi szkoły średniej.\n']",2017,Helion,144,,,,https://helion.pl/ksiazki/pycjsz.htm,
"https://helion.pl/ksiazki/profesjonalne-programowanie-w-pythonie-poziom-ekspert-wydanie-ii-michal-jaworski-tarek-ziade,prprpe.htm#format/e",Profesjonalne programowanie w Pythonie. Poziom ekspert. Wydanie II,https://static01.helion.com.pl/global/okladki/326x466/prprpe.jpg,9788328330337,"Michal Jaworski, Tarek Ziade","['Tarek Ziadé — jest kierownikiem ds. technicznych w firmie Mozilla. Zajmuje się usługami sieciowymi o wielkiej skali w Pythonie na potrzeby przeglądarki Firefox. Jest także założycielem Afpy, Francuskiej Grupy Użytkowników Pythona. Wielokrotnie był prelegentem podczas konferencji Solutions Linux, PyCon, OSCON, EuroPython i innych.\n']","['\nTwórcy Pythona niemal od początku starali się opracować wieloparadygmatowy język zorientowany na czytelność kodu i produktywność programisty. Dziś język ten jest uważany za wszechstronny i potężny, a do tego cechuje się prostotą i elastycznością. Nadaje się zarówno do pisania niedużych skryptów, jak i wielkich systemów, a także do wysoce specjalistycznych zadań, jak choćby analiza danych w celach naukowych. Mimo to pisanie kodu, który jest wydajny, prosty w utrzymaniu oraz łatwy w użyciu, wciąż sprawia problemy nawet zaawansowanym programistom Pythona.\nNiniejsza książka jest zbiorem praktyk stosowanych przez najlepszych programistów pracujących z Pythonem. Jest przeznaczona dla osób zawodowo zajmujących się rozwojem oprogramowania oraz dla ambitnych pasjonatów w tej dziedzinie. Poza opisem zaawansowanych technik programowania w Pythonie znalazły się tu również informacje o narzędziach i technikach stosowanych obecnie przez profesjonalnych programistów. Opisano metody zarządzania kodem, tworzenia, dokumentowania i testowania kodu oraz zasady optymalizacji oprogramowania. Przedstawiono również wzorce projektowe, które szczególnie docenią programiści Pythona.\nNajważniejsze zagadnienia przedstawione w książce:\n\nmetodologie pracy w Pythonie i najlepsze praktyki składniowe\nrozszerzenia Pythona napisane w innych językach programowania\ntechniki profilowania aplikacji\nprzetwarzanie współbieżne i równoległe\nnajprzydatniejsze wzorce projektowe\n\nPython — niezawodne narzędzie dla profesjonalisty!\n']",2017,Helion,496,"Expert Python Programming, Second Edition",http://www.amazon.com/exec/obidos/ASIN/1785886851/helion-20,Michał Jaworski,https://helion.pl/ksiazki/prprpe.htm,//helion.pl/pobierz-przyklady/prprpe/
"https://helion.pl/ksiazki/mysl-w-jezyku-python-nauka-programowania-wydanie-ii-allen-b-downey,myjep2.htm#format/e",Myśl w języku Python! Nauka programowania. Wydanie II,https://static01.helion.com.pl/global/okladki/326x466/myjep2.jpg,9788328330023,Allen B. Downey,"['Allen Downey\xa0jest profesorem informatyki na Olin College of Engineering. Wcześniej nauczał na Wellesley College, Colby College oraz U.C. Berkeley. Uzyskał tytuł doktora informatyki na U.C. Berkeley, a także tytuły magistra i licencjata na MIT.\n']","['\nAby stać się cenionym programistą, trzeba zacząć od bardzo solidnych podstaw. Python jest idealną propozycją dla osób, które chcą nauczyć się programowania. Składnia i podstawowe koncepcje programistyczne w Pythonie są dość proste do zrozumienia. Sam język ma duże możliwości zastosowania w różnych dziedzinach wiedzy. Umożliwia przy tym pisanie czytelnego i łatwego w konserwacji kodu, co jest ogromną zaletą.\n\r\nTrzymasz w ręku praktyczny przewodnik do nauki programowania. Znajdziesz w nim przystępnie napisane wyjaśnienia dotyczące podstawowych pojęć programistycznych. Dowiesz się, jak stosować funkcje, czym jest rekurencja, jak wyglądają struktury danych i na czym polega projektowanie obiektowe. W każdym rozdziale znalazły się praktyczne ćwiczenia, dzięki którym będziesz używać poznawanych koncepcji i utrwalisz zdobytą wiedzę.\n\r\nW tej książce:\n\nprzedstawiono podstawy Pythona, w tym jego składnię i semantykę\nopisano najważniejsze koncepcje programistyczne i zdefiniowano istotne pojęcia\npokazano, jak stosować wartości, zmienne, instrukcje, funkcje i struktury danych\nprzedstawiono metody pracy z plikami i bazami danych\nwyjaśniono zagadnienia programowania obiektowego\nopisano techniki debugowania służące do usuwania błędów składniowych, uruchomieniowych i semantycznych\n\nPython: dzięki niemu zaczniesz myśleć jak informatyk!\n']",2017,Helion,264,"Think Python: How to Think Like a Computer Scientist, 2nd Edition",http://www.amazon.com/exec/obidos/ASIN/1491939362/helion-20,Piotr Pilch,https://helion.pl/ksiazki/myjep2.htm,//helion.pl/pobierz-przyklady/myjep2/
